crop_name,temperature,rainfall,soil_ph,market_demand
Barley,14,111,7.1,7
Maize,13,180,6.4,5
Maize,12,138,5.4,3
Rice,39,59,6.7,1
Sorghum,23,136,7.3,7
Barley,36,128,5.1,7
Rice,26,184,5.0,3
Cotton,37,273,5.3,2
Sugarcane,29,170,5.8,2
Maize,23,127,7.4,6
Rice,30,217,6.9,8
Cotton,39,111,7.2,1
Barley,23,110,6.0,4
Cotton,29,253,6.1,7
Maize,35,79,7.1,2
Cotton,28,213,7.5,4
Cotton,10,271,6.4,2
Soybean,29,295,5.1,1
Maize,30,84,5.1,7
Maize,28,130,7.1,3
Peanut,24,181,5.5,8
Rice,17,164,5.2,7
Maize,21,213,7.0,1
Millet,10,191,5.1,7
Peanut,17,112,6.6,6
Cotton,34,159,7.2,3
Wheat,23,135,6.5,8
Peanut,31,84,6.7,3
Sorghum,10,185,5.7,1
Soybean,16,88,5.8,4
Maize,27,228,6.3,9
Wheat,22,284,6.2,1
Sugarcane,27,193,6.3,6
Soybean,16,70,6.2,8
Barley,11,182,5.1,8
Sorghum,10,216,7.3,2
Sorghum,32,99,7.5,4
Sorghum,13,132,6.4,3
Cotton,36,293,6.9,8
Millet,33,281,7.5,1
Soybean,33,195,5.6,9
Soybean,10,136,5.1,2
Maize,19,208,5.1,3
Maize,18,253,5.2,6
Maize,12,148,6.3,9
Peanut,28,200,5.6,3
Wheat,10,254,5.7,6
Soybean,24,51,5.7,1
Sorghum,21,153,7.3,1
Rice,29,284,6.6,8
Barley,15,291,6.8,8
Maize,26,75,5.4,7
Rice,23,125,5.7,7
Maize,15,90,7.1,8
Barley,35,215,7.1,5
Sorghum,20,199,5.1,3
Rice,21,161,6.4,3
Peanut,15,115,5.4,4
Barley,19,76,6.2,8
Cotton,29,91,7.4,4
Sugarcane,31,132,5.1,6
Rice,26,299,7.1,4
Peanut,36,93,5.3,5
Wheat,38,137,6.7,3
Sugarcane,37,174,5.6,9
Barley,16,77,7.4,1
Millet,13,158,6.2,1
Sugarcane,12,61,6.0,5
Sorghum,13,228,7.4,6
Rice,36,167,6.4,4
Sorghum,35,92,5.2,7
Sugarcane,33,80,6.4,2
Sorghum,26,133,6.1,3
Peanut,24,150,6.0,6
Wheat,35,84,7.2,6
Peanut,28,261,7.0,2
Soybean,20,197,6.1,5
Barley,17,85,7.1,6
Barley,33,161,7.3,6
Soybean,11,273,7.3,3
Maize,22,103,5.4,1
Maize,16,50,5.8,1
Cotton,28,189,6.7,7
Cotton,36,125,7.4,7
Maize,36,182,5.4,8
Peanut,38,142,5.2,9
Wheat,32,198,6.9,6
Soybean,11,166,6.6,9
Maize,10,269,5.6,5
Cotton,29,85,6.4,8
Peanut,34,268,5.8,5
Sorghum,38,293,6.2,8
Sorghum,23,273,6.4,8
Soybean,23,297,5.2,8
Peanut,33,100,6.6,2
Sorghum,14,178,6.4,4
Barley,25,174,7.0,3
Rice,30,71,7.5,4
Millet,10,212,7.5,8
Cotton,33,98,6.4,3
Soybean,12,97,7.5,6
Cotton,13,199,5.4,4
Sorghum,39,102,7.4,2
Wheat,11,96,6.2,9
Barley,32,278,5.1,8
Rice,10,63,6.9,3
Cotton,15,51,7.2,5
Sugarcane,15,87,7.5,7
Soybean,33,183,6.8,9
Barley,29,243,7.5,3
Sorghum,29,175,7.1,7
Barley,32,250,7.2,6
Maize,20,94,7.5,8
Soybean,36,218,6.0,4
Peanut,32,207,7.3,9
Cotton,13,214,7.4,3
Sugarcane,39,270,6.2,8
Millet,10,195,7.3,5
Peanut,21,79,7.3,1
Sugarcane,24,275,6.7,2
Millet,33,285,5.9,8
Rice,17,64,7.2,2
Barley,25,121,6.3,2
Wheat,25,217,5.6,2
Rice,26,244,5.6,8
Wheat,23,138,5.9,2
Rice,37,175,7.0,9
Maize,26,57,7.2,4
Cotton,29,108,7.4,3
Maize,37,155,5.2,9
Wheat,18,124,6.8,4
Sorghum,24,196,6.5,2
Millet,31,63,6.3,4
Rice,26,65,6.3,8
Millet,14,147,6.0,2
Sorghum,24,63,6.6,1
Peanut,12,101,5.1,2
Rice,31,206,7.5,6
Maize,15,57,6.4,9
Millet,12,171,5.4,1
Soybean,30,54,5.1,5
Cotton,30,152,6.1,5
Soybean,24,62,5.6,6
Peanut,22,206,6.5,3
Wheat,36,173,5.7,2
Sugarcane,12,258,5.8,1
Peanut,37,237,5.8,3
Wheat,21,265,5.6,9
Maize,16,196,6.9,9
Sorghum,10,109,5.9,4
Wheat,36,164,6.2,6
Barley,21,140,5.6,6
Soybean,35,146,5.8,6
Wheat,14,181,6.6,3
Wheat,13,118,6.3,2
Soybean,10,87,5.1,5
Peanut,31,299,7.2,6
Rice,23,253,6.4,5
Soybean,36,190,6.3,4
Wheat,38,114,6.9,4
Soybean,38,269,6.8,2
Sugarcane,33,165,5.8,5
Wheat,21,169,5.2,4
Sugarcane,39,113,6.9,7
Wheat,14,267,7.2,4
Soybean,27,57,5.7,7
Sugarcane,38,138,7.2,9
Millet,22,226,6.5,2
Wheat,32,269,5.8,9
Cotton,36,59,6.1,3
Millet,31,231,5.1,5
Sorghum,34,280,6.9,7
Peanut,11,122,5.7,5
Sugarcane,29,68,5.2,1
Sorghum,21,179,6.3,8
Rice,20,65,7.2,2
Sorghum,20,97,5.2,1
Maize,27,205,7.2,5
Millet,25,73,5.2,9
Maize,24,218,5.1,5
Soybean,29,171,6.6,9
Cotton,20,90,5.4,7
Wheat,22,183,6.2,2
Sugarcane,13,277,7.1,9
Barley,36,141,7.1,7
Rice,22,157,6.9,9
Sugarcane,26,195,6.2,7
Peanut,28,249,5.6,7
Millet,13,78,6.9,1
Maize,31,157,5.3,9
Barley,19,77,6.0,8
Rice,23,197,6.9,5
Cotton,38,72,5.7,4
Peanut,16,160,5.6,5
Soybean,11,134,5.4,9
Sorghum,11,193,5.5,3
Soybean,22,206,6.0,8
Rice,19,75,5.0,5
Sorghum,14,259,7.2,9
Maize,24,108,6.9,7
Sugarcane,23,122,7.3,8
Sugarcane,38,82,5.3,7
Maize,19,276,5.7,2
Soybean,37,265,5.4,1
Maize,10,281,5.3,8
Barley,19,146,5.8,5
Sugarcane,17,101,6.1,5
Soybean,18,105,6.8,6
Cotton,36,98,6.3,9
Maize,17,165,5.6,1
Millet,35,145,5.5,9
Sugarcane,34,120,7.4,6
Millet,22,245,7.2,8
Rice,17,75,5.4,1
Cotton,19,128,5.8,9
Millet,25,198,5.1,4
Sugarcane,10,127,7.4,5
Wheat,21,190,6.5,4
Sugarcane,16,179,6.5,7
Wheat,14,286,7.3,2
Sorghum,24,131,7.0,2
Wheat,34,250,5.5,6
Peanut,34,222,5.5,8
Millet,11,207,6.6,9
Rice,26,97,5.3,4
Peanut,24,71,5.8,2
Cotton,14,209,6.1,9
Sugarcane,10,267,7.3,1
Cotton,15,88,5.7,8
Barley,18,269,6.6,1
Sugarcane,17,100,7.3,6
Rice,30,116,7.3,5
Cotton,37,291,5.1,3
Barley,35,91,7.2,2
Millet,24,229,5.3,5
Rice,34,175,5.1,2
Rice,35,222,7.1,8
Rice,28,134,6.7,2
Cotton,38,89,5.9,6
Maize,24,142,6.3,9
Sorghum,29,227,6.8,9
Wheat,17,254,6.3,9
Rice,15,170,5.8,8
Sorghum,24,63,5.8,3
Barley,23,99,7.4,1
Maize,39,281,5.5,6
Sorghum,37,209,5.7,4
Wheat,20,172,5.5,7
Peanut,29,60,7.3,4
Cotton,36,244,5.6,1
Maize,20,119,6.1,6
Sorghum,21,239,6.5,9
Millet,28,298,6.0,2
Maize,18,202,7.3,9
Maize,20,119,6.0,6
Wheat,29,128,7.3,5
Cotton,20,271,7.3,7
Peanut,16,156,6.2,4
Peanut,11,170,5.9,9
Wheat,20,53,6.3,5
Soybean,18,118,6.2,7
Sugarcane,22,187,6.2,9
Maize,30,253,5.7,4
Sugarcane,29,96,5.2,1
Wheat,15,80,7.0,4
Sorghum,36,252,7.1,7
Peanut,20,208,6.1,9
Millet,25,260,6.8,4
Soybean,26,255,5.4,5
Soybean,26,112,7.0,2
Cotton,15,248,7.5,1
Peanut,12,270,6.2,6
Cotton,21,241,5.9,9
Wheat,37,234,5.1,5
Soybean,22,147,5.5,4
Maize,31,66,6.6,7
Soybean,33,94,7.1,1
Soybean,22,276,5.9,8
Sorghum,24,173,7.2,1
Cotton,26,148,6.7,1
Wheat,39,283,5.8,5
Sugarcane,38,178,5.1,3
Soybean,36,101,5.2,8
Maize,31,278,6.0,6
Cotton,37,151,5.5,9
Maize,21,88,7.1,3
Millet,28,225,5.5,4
Sorghum,16,114,6.5,9
Maize,25,189,5.3,5
Sorghum,17,204,5.6,5
Millet,35,272,7.3,4
Sugarcane,31,159,6.9,4
Millet,17,178,7.1,7
Millet,30,267,7.1,8
Maize,36,269,6.7,5
Soybean,24,260,5.6,5
Sorghum,11,214,6.6,2
Rice,13,241,6.5,3
Wheat,29,224,7.4,1
Barley,17,231,5.7,2
Wheat,15,233,6.5,2
Peanut,26,256,5.9,3
Sugarcane,26,119,6.7,8
Rice,14,130,5.3,7
Soybean,30,210,5.7,7
Sorghum,20,212,5.4,7
Maize,30,205,6.8,9
Maize,14,207,7.3,1
Peanut,25,280,6.2,9
Wheat,25,273,6.5,1
Soybean,36,282,5.1,9
Cotton,38,102,5.3,2
Barley,34,210,6.8,9
Maize,35,246,5.8,6
Cotton,21,240,5.6,1
Rice,37,59,5.3,7
Peanut,21,278,5.0,3
Barley,16,111,5.5,6
Maize,18,263,6.7,1
Barley,35,164,5.1,4
Barley,22,235,6.4,2
Soybean,19,185,6.3,4
Maize,36,194,7.3,6
Peanut,20,195,5.1,8
Peanut,14,141,7.0,9
Millet,30,65,7.0,9
Cotton,15,130,5.8,3
Millet,11,235,6.3,4
Cotton,18,128,7.3,4
Cotton,38,267,7.2,1
Sorghum,27,256,5.4,3
Millet,15,82,5.6,1
Barley,36,292,7.2,2
Soybean,38,221,6.7,2
Soybean,26,93,6.9,3
Peanut,37,228,5.1,6
Maize,25,177,6.4,5
Barley,38,144,6.6,6
Wheat,21,147,6.2,4
Cotton,30,224,7.3,1
Cotton,24,168,6.1,6
Millet,22,110,5.6,4
Millet,29,266,7.0,8
Maize,23,113,7.0,7
Wheat,27,135,7.4,3
Sugarcane,34,52,5.3,3
Wheat,17,298,6.4,8
Sorghum,19,284,6.5,6
Sugarcane,27,187,7.2,4
Barley,36,144,7.2,9
Maize,30,198,5.7,3
Sorghum,18,157,6.9,6
Barley,32,182,5.3,4
Cotton,23,110,5.3,4
Millet,15,290,5.9,1
Soybean,31,191,7.3,2
Cotton,15,192,6.3,1
Barley,24,79,7.2,2
Sorghum,29,195,7.3,9
Barley,31,75,6.3,8
Wheat,34,243,6.0,8
Millet,25,231,5.9,5
Cotton,33,226,6.0,1
Barley,21,276,5.3,9
Sugarcane,36,114,7.5,6
Peanut,34,237,5.2,6
Barley,20,213,6.0,7
Sorghum,31,91,6.2,7
Barley,33,94,6.2,3
Sorghum,16,77,5.3,3
Maize,19,241,6.8,7
Barley,23,214,6.0,7
Millet,19,151,5.5,4
Sorghum,29,114,6.2,4
Sorghum,27,289,5.3,6
Peanut,12,274,5.4,6
Rice,34,174,6.9,2
Sugarcane,29,126,5.5,3
Rice,38,225,7.2,1
Sorghum,27,226,5.8,7
Peanut,18,218,7.0,3
Wheat,27,290,7.2,1
Sorghum,23,201,5.6,9
Sorghum,28,54,5.9,2
Millet,10,193,5.6,7
Cotton,16,154,7.2,5
Maize,21,197,6.7,2
Peanut,11,286,5.3,5
Cotton,16,156,7.3,6
Soybean,10,82,5.0,7
Rice,11,215,7.4,8
Maize,16,155,5.4,4
Wheat,31,184,7.5,3
Sugarcane,14,173,5.5,1
Peanut,25,180,5.1,3
Peanut,37,111,6.8,6
Barley,31,204,6.2,7
Sorghum,17,239,5.9,4
Maize,17,161,6.7,3
Sorghum,15,93,6.7,2
Soybean,32,158,7.0,1
Maize,36,225,5.4,1
Rice,21,255,6.4,4
Barley,32,295,7.3,7
Peanut,14,293,5.6,6
Maize,10,69,6.7,7
Soybean,32,186,7.4,6
Soybean,18,274,6.4,2
Wheat,33,63,5.6,3
Millet,22,177,6.9,3
Barley,31,211,5.9,2
Soybean,27,268,6.6,3
Millet,25,207,6.6,3
Sugarcane,36,122,6.6,1
Sugarcane,22,56,5.5,8
Cotton,33,143,6.7,6
Wheat,12,55,5.0,9
Cotton,19,58,5.1,9
Barley,17,86,5.8,5
Barley,15,93,5.8,5
Sorghum,17,165,6.5,8
Wheat,12,295,7.1,7
Soybean,25,164,5.8,8
Wheat,19,116,7.5,4
Millet,16,157,5.8,1
Cotton,15,290,5.3,8
Wheat,33,179,5.3,8
Millet,36,200,5.8,3
Cotton,24,209,6.1,1
Soybean,16,110,5.8,1
Wheat,11,119,5.6,9
Peanut,19,155,5.7,7
Millet,19,229,5.8,6
Wheat,27,214,5.6,6
Sorghum,35,86,7.2,8
Soybean,18,259,6.1,6
Maize,39,89,6.4,6
Peanut,14,218,6.7,5
Cotton,39,149,6.2,4
Cotton,31,242,7.2,3
Sugarcane,19,160,5.2,8
Barley,25,199,5.1,1
Sorghum,16,83,5.8,3
Peanut,28,147,6.3,7
Rice,16,146,5.8,5
Soybean,39,169,6.4,2
Maize,25,297,5.5,6
Sugarcane,36,139,6.1,4
Rice,36,85,7.4,2
Wheat,15,94,7.2,1
Barley,14,251,6.1,7
Barley,36,247,5.3,2
Millet,24,52,6.7,3
Soybean,11,50,5.3,8
Sorghum,39,237,5.3,6
Sugarcane,34,165,6.0,2
Soybean,29,178,6.8,7
Wheat,13,118,6.9,3
Barley,23,286,6.5,9
Barley,11,244,5.2,8
Wheat,32,77,6.0,1
Sorghum,15,257,5.6,4
Peanut,17,198,5.6,2
Soybean,29,254,5.4,6
Peanut,11,272,6.9,7
Rice,21,256,6.2,4
Millet,16,268,6.5,4
Millet,29,63,5.4,2
Sorghum,13,115,5.8,1
Soybean,36,97,7.2,1
Rice,29,170,5.7,4
Sorghum,19,108,7.3,9
Barley,36,193,5.5,4
Millet,28,253,5.5,3
Sugarcane,31,278,6.6,6
Millet,36,94,7.0,8
Millet,11,99,6.1,1
Sorghum,18,178,6.0,3
Wheat,19,281,6.4,9
Peanut,34,146,5.8,5
Rice,14,155,6.8,6
Soybean,30,110,5.6,8
Wheat,19,166,7.3,9
Peanut,29,222,6.0,7
Sugarcane,29,151,7.4,2
Rice,11,213,6.2,4
Maize,33,283,5.6,4
Rice,34,256,6.6,8
Millet,36,116,5.5,3
Sorghum,14,151,6.6,1
Barley,23,51,7.1,4
Millet,26,55,7.1,8
Soybean,36,122,6.6,4
Cotton,30,100,5.7,4
Maize,20,100,6.5,1
Millet,19,271,6.2,9
Rice,10,123,5.8,9
Sugarcane,11,252,5.5,6
Rice,18,168,5.4,6
Cotton,33,241,5.7,6
Wheat,18,151,6.3,8
Maize,38,88,6.9,8
Soybean,38,66,5.6,4
Wheat,27,188,7.3,9
Wheat,29,236,7.3,2
Millet,34,165,6.5,5
Wheat,34,281,5.7,3
Wheat,28,236,5.6,7
Cotton,19,123,6.0,9
Soybean,34,60,6.7,5
Sorghum,12,167,6.4,3
Barley,22,60,5.7,8
Wheat,32,244,5.2,9
Cotton,11,74,6.3,5
Cotton,19,231,5.4,6
Wheat,28,267,6.8,3
Peanut,38,256,6.3,9
Soybean,24,80,7.2,9
Barley,26,255,5.3,7
Maize,18,120,5.7,3
Sugarcane,11,141,7.4,2
Sorghum,38,166,7.0,5
Cotton,33,96,7.0,7
Barley,37,279,7.2,8
Peanut,16,51,5.7,3
Wheat,12,227,5.6,8
Millet,25,222,7.2,4
Barley,30,107,6.3,5
Rice,39,195,7.3,3
Peanut,11,291,6.4,1
Soybean,10,298,5.7,7
Wheat,11,237,5.5,6
Sugarcane,38,76,5.8,8
Rice,13,95,5.7,5
Sugarcane,12,247,5.9,2
Millet,33,131,7.1,7
Millet,26,153,7.2,4
Wheat,25,77,5.5,4
Wheat,25,70,7.4,8
Wheat,19,58,7.2,5
Peanut,19,79,5.6,2
Soybean,35,81,7.5,1
Sugarcane,18,245,7.1,7
Maize,26,163,5.3,8
Soybean,32,151,6.3,2
Cotton,19,286,5.9,5
Sugarcane,31,98,6.7,3
Wheat,33,157,5.4,2
Cotton,19,228,6.6,7
Rice,17,214,6.9,5
Soybean,29,283,7.0,4
Sugarcane,31,284,7.5,1
Millet,29,142,7.1,6
Wheat,14,189,7.3,1
Sugarcane,14,50,5.2,6
Barley,25,95,5.6,8
Maize,13,58,5.6,3
Wheat,14,150,6.4,1
Rice,17,265,7.2,6
Barley,11,233,6.1,7
Millet,38,131,6.1,8
Maize,36,88,5.7,6
Barley,30,161,6.6,7
Rice,17,205,5.2,6
Peanut,18,105,5.3,9
Sugarcane,34,107,7.4,9
Cotton,19,83,5.1,8
Barley,10,206,5.2,6
Soybean,37,151,6.6,7
Wheat,30,217,6.0,7
Wheat,36,86,6.1,3
Soybean,28,232,7.0,9
Sugarcane,39,280,7.0,7
Millet,39,238,5.8,4
Soybean,13,134,6.5,5
Millet,15,286,7.0,7
Millet,16,185,6.0,6
Barley,36,246,6.5,9
Peanut,34,100,5.1,6
Maize,24,156,7.3,4
Maize,27,293,5.8,8
Rice,22,98,7.5,1
Sorghum,15,223,7.5,3
Rice,13,268,6.3,1
Peanut,15,285,6.1,2
Cotton,28,87,6.4,5
Peanut,30,296,6.2,3
Cotton,19,115,5.8,3
Cotton,12,130,5.7,5
Rice,21,157,7.0,4
Cotton,17,295,5.9,3
Cotton,11,129,6.2,3
Rice,17,285,5.7,8
Soybean,23,222,7.3,4
Millet,32,228,7.0,3
Wheat,30,262,6.9,6
Soybean,15,114,7.4,2
Soybean,20,151,6.6,8
Sugarcane,22,82,6.3,3
Millet,34,104,6.3,5
Rice,16,230,6.2,7
Sugarcane,39,167,7.4,1
Sorghum,18,256,6.0,4
Millet,15,129,7.1,2
Sugarcane,30,139,5.1,5
Barley,25,59,5.8,3
Wheat,27,279,5.1,4
Wheat,18,196,5.8,1
Sugarcane,12,190,5.7,5
Rice,28,111,5.2,9
Maize,14,188,5.2,9
Soybean,10,249,6.8,3
Wheat,37,242,7.0,1
Sugarcane,28,248,6.9,1
Cotton,12,211,6.2,6
Cotton,17,184,6.7,8
Wheat,33,77,7.2,4
Soybean,10,249,7.0,8
Barley,27,85,6.4,6
Barley,39,115,5.8,9
Soybean,16,140,5.5,8
Wheat,39,216,6.7,8
Peanut,20,137,5.9,4
Wheat,39,205,6.1,9
Peanut,23,217,7.1,7
Maize,24,187,7.0,2
Millet,20,164,7.3,3
Rice,17,286,5.4,7
Cotton,29,140,5.1,2
Sorghum,34,91,5.4,2
Peanut,33,164,6.4,5
Peanut,28,277,6.7,6
Wheat,14,151,6.4,4
Maize,26,158,6.4,9
Cotton,11,233,7.2,1
Barley,28,161,7.2,9
Sugarcane,32,79,5.0,3
Soybean,29,295,5.5,7
Sugarcane,30,68,6.8,1
Sorghum,36,190,6.2,8
Cotton,21,282,6.8,9
Wheat,14,282,6.4,2
Wheat,11,130,5.2,3
Soybean,38,268,5.6,7
Millet,21,172,6.0,6
Sorghum,16,267,7.1,9
Maize,19,298,6.0,2
Soybean,33,218,7.0,3
Wheat,34,174,6.2,4
Sorghum,34,110,5.9,3
Cotton,17,120,6.1,4
Sorghum,25,176,6.0,8
Rice,30,129,7.3,5
Soybean,25,142,6.7,2
Maize,35,114,6.7,2
Peanut,39,275,7.2,3
Millet,18,113,5.7,7
Sorghum,34,116,5.3,7
Maize,28,206,5.5,9
Cotton,39,82,6.7,4
Wheat,28,145,6.3,2
Sugarcane,32,142,6.2,5
Sorghum,11,232,5.1,7
Cotton,26,208,5.3,4
Millet,23,109,7.3,9
Barley,19,258,5.5,5
Cotton,38,295,5.1,5
Sugarcane,31,93,7.2,2
Wheat,13,188,6.7,6
Barley,32,286,5.7,1
Sorghum,12,175,6.3,8
Maize,31,223,6.1,8
Peanut,21,224,6.4,9
Sugarcane,12,151,5.1,6
Maize,22,97,5.1,3
Cotton,23,296,7.2,6
Millet,20,116,6.9,7
Sugarcane,12,297,6.3,7
Maize,38,194,7.1,4
Millet,13,167,6.3,9
Barley,15,186,7.3,1
Wheat,20,195,5.6,8
Maize,23,77,5.3,3
Soybean,20,65,6.1,3
Peanut,27,233,5.7,4
Wheat,15,179,7.0,9
Rice,38,129,6.8,2
Rice,21,296,6.1,1
Barley,21,260,6.0,6
Soybean,19,260,5.6,1
Cotton,20,140,5.5,3
Wheat,26,161,7.0,8
Millet,27,240,6.7,4
Soybean,17,93,5.4,9
Barley,19,66,7.3,4
Sugarcane,13,73,7.2,4
Rice,30,298,7.0,5
Peanut,29,263,5.3,5
Cotton,17,150,7.2,6
Cotton,23,220,5.4,4
Sugarcane,17,58,7.4,4
Sorghum,37,112,7.3,5
Barley,32,227,6.6,9
Maize,13,255,7.3,8
Soybean,35,218,5.5,8
Peanut,26,153,7.2,8
Wheat,27,69,5.7,5
Sorghum,32,262,5.5,7
Wheat,12,191,6.1,9
Barley,36,147,5.6,5
Sorghum,12,236,6.6,4
Wheat,35,258,5.6,8
Peanut,26,104,5.2,3
Peanut,17,241,5.8,3
Millet,10,65,7.4,6
Soybean,19,259,6.6,9
Millet,15,279,6.7,7
Peanut,15,189,5.6,8
Millet,10,100,6.1,7
Barley,17,198,6.4,6
Peanut,22,104,6.7,2
Barley,28,138,5.7,4
Sugarcane,10,108,7.5,7
Peanut,37,262,7.1,3
Millet,37,132,5.2,9
Sugarcane,33,215,6.9,8
Maize,32,83,6.8,8
Sugarcane,27,52,6.0,5
Sorghum,30,126,5.1,6
Barley,35,149,5.6,7
Barley,33,73,6.9,7
Millet,14,103,5.5,9
Barley,32,137,6.0,1
Barley,16,169,5.7,8
Rice,35,274,6.3,8
Wheat,23,204,5.9,7
Barley,16,119,7.4,8
Sorghum,11,276,6.9,9
Maize,12,193,5.3,1
Maize,11,77,6.5,8
Sugarcane,21,261,6.4,5
Rice,11,188,7.5,1
Peanut,32,164,5.0,1
Millet,37,105,7.0,7
Peanut,14,140,5.7,3
Barley,30,212,7.3,3
Peanut,30,171,7.0,6
Soybean,11,269,5.7,7
Sorghum,22,76,5.9,4
Rice,38,149,6.5,3
Sugarcane,10,227,7.1,8
Barley,39,236,5.4,6
Wheat,30,131,6.0,5
Cotton,11,288,6.5,7
Sugarcane,18,113,6.0,5
Peanut,22,142,6.1,3
Peanut,14,277,5.9,9
Sorghum,39,202,7.0,1
Sorghum,30,251,6.3,6
Rice,39,215,5.0,5
Millet,35,196,6.2,7
Millet,16,213,7.2,6
Soybean,27,271,6.8,8
Wheat,33,127,7.0,5
Cotton,32,185,6.1,3
Sorghum,26,245,5.7,5
Millet,11,224,6.3,4
Soybean,27,129,5.8,1
Sorghum,37,120,5.7,6
Peanut,35,184,7.4,1
Barley,10,202,5.9,2
Millet,29,103,6.6,9
Barley,10,275,6.1,4
Barley,20,123,7.5,8
Barley,34,279,5.6,9
Sugarcane,27,98,6.2,6
Sorghum,16,173,5.8,5
Millet,32,201,5.5,2
Peanut,36,218,6.4,7
Sorghum,16,211,7.2,5
Maize,20,164,6.8,5
Peanut,32,279,5.3,9
Peanut,23,170,5.2,4
Sorghum,26,214,6.5,9
Barley,18,267,6.7,8
Soybean,39,277,5.0,8
Millet,14,76,6.1,8
Millet,22,188,5.5,2
Soybean,28,103,5.3,7
Wheat,19,160,5.4,9
Sugarcane,12,227,5.6,6
Sorghum,36,229,7.3,7
Sugarcane,33,281,6.6,9
Cotton,13,85,5.8,4
Wheat,34,249,6.7,1
Rice,33,257,6.2,7
Sugarcane,19,274,7.2,2
Soybean,32,56,6.9,1
Cotton,32,81,5.8,9
Wheat,12,223,6.8,7
Wheat,21,248,6.7,4
Sorghum,30,180,7.1,5
Soybean,10,127,5.5,6
Rice,30,274,5.8,1
Sugarcane,17,253,5.8,9
Peanut,38,140,5.9,7
Barley,30,203,6.6,2
Millet,20,262,7.3,5
Millet,11,259,6.1,6
Sugarcane,22,170,6.0,1
Wheat,29,160,5.0,8
Millet,14,180,5.1,8
Soybean,27,279,5.5,7
Peanut,11,117,5.6,7
Soybean,34,247,5.2,6
Cotton,29,204,6.0,8
Barley,38,207,5.6,1
Barley,10,221,7.4,8
Barley,20,100,7.0,3
Cotton,34,172,5.0,3
Millet,25,242,6.5,1
Maize,36,136,5.2,1
Peanut,26,220,7.1,7
Maize,37,265,6.0,2
Peanut,35,189,5.2,5
Millet,10,109,5.2,8
Millet,17,258,6.9,2
Millet,11,196,5.2,1
Maize,12,69,6.1,8
Rice,34,87,5.4,6
Soybean,34,101,7.3,1
Maize,10,286,5.9,1
Sorghum,29,204,6.5,8
Maize,24,122,5.6,2
Peanut,16,201,5.1,2
Sorghum,10,222,6.4,9
Wheat,24,183,6.6,4
Sorghum,27,265,7.3,6
Maize,13,168,6.8,3
Barley,17,282,6.0,9
Cotton,20,63,6.7,2
Millet,22,139,5.8,1
Sorghum,24,96,7.3,2
Sugarcane,15,187,6.4,3
Sugarcane,32,133,7.1,1
Cotton,27,94,5.4,3
Barley,27,80,7.4,7
Sorghum,13,63,5.2,3
Barley,34,161,5.7,5
Rice,15,220,7.0,6
Sugarcane,35,247,5.7,6
Sugarcane,35,54,6.7,9
Cotton,35,184,6.0,7
Barley,19,243,5.6,3
Soybean,26,296,5.4,3
Soybean,31,64,5.6,5
Millet,36,179,6.5,9
Rice,16,121,7.3,1
Maize,36,262,7.3,2
Cotton,15,72,7.4,6
Maize,12,257,5.8,4
Barley,33,223,5.5,2
Wheat,10,88,5.2,2
Peanut,16,171,7.1,7
Sorghum,30,164,6.8,1
Sugarcane,29,222,6.0,1
Maize,16,236,5.8,9
Millet,14,107,5.3,7
Peanut,18,123,6.3,1
Soybean,17,186,6.9,3
Sugarcane,31,265,7.0,1
Soybean,34,109,6.7,6
Wheat,33,166,6.4,8
Millet,22,104,6.1,4
Wheat,35,234,6.2,9
Barley,12,99,5.8,3
Millet,10,298,5.3,7
Soybean,25,85,6.8,5
Barley,15,137,6.1,4
Peanut,34,147,6.9,7
Maize,17,149,5.2,6
Millet,37,80,6.5,5
Sugarcane,38,119,5.2,3
Sugarcane,25,157,5.9,6
Sorghum,10,250,5.9,1
Millet,22,293,5.7,7
Millet,23,159,7.3,2
Barley,14,259,5.9,8
Peanut,32,262,6.2,4
Barley,21,283,5.7,4
Sugarcane,34,124,7.5,1
Rice,17,211,5.4,5
Cotton,21,117,7.0,4
Peanut,30,293,5.8,6
Barley,12,87,5.4,9
Sugarcane,38,127,5.2,9
Maize,12,296,5.3,9
Wheat,10,291,6.4,3
Barley,37,144,5.5,6
Wheat,15,243,5.1,5
Rice,26,127,5.7,9
Rice,30,172,7.4,1
Maize,19,70,7.1,9
Maize,23,53,5.3,8
Sorghum,32,284,6.5,3
Cotton,10,255,6.0,2
Sugarcane,25,78,6.8,1
Barley,37,232,7.3,9
Wheat,19,59,6.6,7
Wheat,15,244,5.0,3
Sorghum,18,178,6.7,2
Barley,26,93,7.3,5
Soybean,37,81,6.3,8
Maize,36,298,6.6,2
Cotton,10,285,5.3,9
Rice,12,252,7.4,6
Millet,37,118,6.7,3
Rice,10,53,6.6,5
Barley,28,248,6.5,3
Sorghum,21,84,7.5,6
Millet,25,67,6.7,5
Cotton,33,96,6.8,1
Cotton,13,165,6.7,4
Wheat,32,289,5.1,2
Sorghum,21,266,5.4,5
Maize,20,54,6.5,4
Wheat,25,283,6.9,7
Rice,32,64,6.7,7
Wheat,28,119,5.4,5
Soybean,25,157,5.1,1
Peanut,19,278,6.7,7
Sorghum,20,176,6.6,3
Wheat,25,82,7.3,4
Rice,26,87,6.8,3
Maize,25,158,5.8,5
Rice,37,298,6.8,2
Sugarcane,19,170,5.0,1
Sugarcane,39,83,6.4,9
